anime_id,title,score,genre
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,6.79,"Sci-Fi, Space, Drama"
22893,Mon Cheri CoCo,7.06,"Romance, Shoujo"
9403,Shin Mashin Eiyuuden Wataru Majinzan,6.42,"Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi"
16011,Tokyo Ravens,7.73,"Comedy, Supernatural, Magic, Romance, School"
29756,Sinbad: Soratobu Hime to Himitsu no Shima,6.4,Adventure
33191,Kishibe Rohan wa Ugokanai,7.38,"Action, Mystery, Supernatural, Shounen"
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen"
2723,D4 Princess,6.11,"Action, Sci-Fi, Comedy, Magic, Mecha"
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.41,"Adventure, Comedy, Kids, Fantasy, Shounen"
33133,Kachikachi Yama: Umi Yama-hen,5.56,Fantasy
6712,Natsu no Arashi! Akinaichuu,7.4,"Comedy, Romance, Supernatural"
33475,Busou Shoujo Machiavellianism,7.14,"Action, Comedy, School, Shounen"
506,Glass no Kamen,7.47,"Drama, Romance, Shoujo"
3021,Yume Senshi Wingman,6.72,"Action, Comedy, Super Power, Romance, School"
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,7.27,"Comedy, Kids, Supernatural"
12467,Nazo no Kanojo X,7.35,"Romance, School, Seinen"
35077,Gooorgeous,5.77,"Music, Ecchi"
3550,Midori no Makibao,6.62,"Sports, Comedy"
10350,Hakuouki Sekkaroku,7.8,"Action, Historical, Demons, Drama, Fantasy, Josei"
276,Mahoromatic: Automatic Maiden,7.26,"Comedy, Ecchi, Military, Romance, Sci-Fi"
19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,7.47,"Mecha, Police, Psychological, Sci-Fi"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.79,"Action, Historical, Drama, Romance, Martial Arts, Samurai"
32248,Masamune Datenicle,6.02,"Action, Historical, Samurai, Super Power"
1659,Mai-Otome Specials,7.08,"Fantasy, Magic, Comedy, Drama"
28297,Ore Monogatari!!,8.07,"Comedy, Romance, Shoujo"
33690,Nazotokine,4.93,Game
19815,No Game No Life,8.41,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy"
11981,Mahou Shoujo MadokaŠ…ÄMagica Movie 3: Hangyaku no Monogatari,8.47,"Psychological, Drama, Magic, Thriller"
288,Bakuten Shoot Beyblade,6.8,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen"
7610,Anju to Zushioumaru,6.22,"Fantasy, Historical"
35652,Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,6.58,"Comedy, Parody, Supernatural, Seinen"
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,8.13,"Slice of Life, Supernatural, Drama"
2921,Ashita no Joe 2,8.6,"Action, Drama, Shounen, Slice of Life, Sports"
1127,UFO Princess Valkyrie,6.86,"Comedy, Ecchi, Magic, Sci-Fi"
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,6.74,"Action, Comedy, Super Power, Seinen"
2871,Bakunyuu Oyako,6.31,"Hentai, School"
33698,IRoid: Koi no Yuukou Frontier,4.3,Game
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.64,"Action, Ecchi, Comedy, Shoujo Ai"
9935,Chocolat no Mahou,6.2,"Drama, Magic, Shoujo, Supernatural"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.24,"Comedy, Historical, Romance, Shoujo"
3535,Neko Ramen,6.43,Comedy
3793,Dyogrammaton,5.37,Hentai
34676,Xiong Chumo Zhi: Xiari Lianlian Kan,3.5,"Comedy, Kids"
37545,Amakage,5.25,"Music, Fantasy"
2235,Mizu no Kotoba,6.93,"Drama, Psychological, Sci-Fi"
342,Starship Operators,7.05,"Drama, Military, Sci-Fi, Space"
921,Nurse Witch Komugi-chan Magikarte Z,6.79,"Comedy, Magic, Parody"
3609,Kikou Kantai Dairugger XV,6.55,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen"
32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,8.99,"Comedy, Sports, Drama, School, Shounen"
2213,Black Jack (TV),7.71,Drama
2703,Chousoku Spinner,6.8,"Sports, Shounen"
999,Blue Seed 2,6.54,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural"
1843,Yomigaeru Sora: Rescue Wings Special,7.04,"Drama, Military, Seinen"
20379,Junk Land The Animation,6.82,"Hentai, School"
24573,Neko to Nezumi,6.75,Comedy
34638,Jitaku Keibiin,6.86,Hentai
30902,Yuru Yuri Nachuyachumi!+,7.84,"Slice of Life, Comedy, Shoujo Ai"
29261,Genkaku Cool na Sensei ga Aheboteochi!,7.23,Hentai
21549,Hitotsuboshi-ke no Ultra Baasan,5.15,"Comedy, Slice of Life"
4173,Shigofumi Picture Drama,6.67,Comedy
19251,Uta noŠ…æPrince-samaŠÈé Maji Love 2000%: Shining Star Xmas,7.43,"Comedy, Harem, Music, Romance, School, Shoujo"
37475,Kishuku Gakkou no Juliet,0,"Action, Comedy, Romance, School, Shounen"
1534,Futari wa Precure: SplashŠ…æStar,7.22,"Action, Comedy, Fantasy, Magic, Shoujo"
601,Nekojiru-sou,7.42,"Comedy, Dementia, Psychological"
35610,Chizu no Nai Bouken,5.27,Slice of Life
10624,Mardock Scramble: The Second Combustion,7.47,"Action, Psychological, Sci-Fi"
11537,Yamatarou Kaeru,6.2,Kids
1538,Pumpkin Scissors,7.22,"Action, Comedy, Military, Drama"
2054,Carol,5.24,"Fantasy, Magic, Shoujo"
814,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.58,"Comedy, Sports, Shounen"
11241,Brave 10,6.92,"Action, Adventure, Historical, Super Power, Samurai, Seinen"
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),8.52,"Action, Mystery, Supernatural, Romance, Thriller"
8129,Kuragehime,8.21,"Slice of Life, Comedy, Josei"
19325,Kwaegeol Longman Narongi,6.64,"Adventure, Kids"
33157,Tanaka-kun wa Itsumo Kedaruge Specials,7.45,"Comedy, School, Slice of Life"
394,Ai Yori Aoshi: Enishi,7.23,"Comedy, Drama, Harem, Romance, Slice of Life"
933,Dai Mahou Touge,7.06,"Comedy, Magic, Supernatural"
218,Kidou Senkan Nadesico,7.58,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space"
32845,Ishitsubutsu Toriatsukaijo,5.48,"Drama, Music"
5447,A-Girl,5.48,"Music, Romance, School, Shoujo"
19907,Ecchan no Sensou,6.38,"Historical, Drama"
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.32,"Adventure, Comedy, Fantasy, Shounen"
1065,Touch,8.11,"Drama, Romance, School, Shounen, Slice of Life, Sports"
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",7,"Comedy, Fantasy, School"
1022,Generator Gawl,7.07,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen"
918,Gintama,9.01,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
2852,Accelerando: Datenshi-tachi no Sasayaki,6.98,Hentai
36214,Asagao to Kase-san.,0,"Romance, School, Shoujo Ai"
12503,Mirai Nikki (TV): Ura Mirai Nikki,6.7,"Action, Comedy, Supernatural"
27631,God Eater,7.49,"Action, Military, Sci-Fi, Fantasy"
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,7.46,"Comedy, Shoujo"
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.32,"Action, Adventure, Comedy, Seinen"
18599,Chocotan!,5.99,"Comedy, Shoujo"
33031,Shakunetsu no Takkyuu Musume,7.15,Sports
3196,Wakakusa no Charlotte,6.9,"Drama, Historical, Kids, Shoujo, Slice of Life"
973,Glass no Kantai: La Legende du Vent de l&#039;Univers,6.63,"Adventure, Sci-Fi"
17693,Erementar Gerad: Aozora no Senki,5.78,Music
35818,Love Kome: We Love Rice 2nd Season,4.83,Slice of Life
365,Fake,6.64,"Police, Comedy, Romance, Mystery, Shounen Ai"
10821,Suite PrecureŠÈé Movie: Torimodose! Kokoro ga Tsunaku Kiseki no MelodyŠÈé,7.11,"Kids, Fantasy, Magic, Shoujo"
28851,Koe no Katachi,9.04,"Drama, School, Shounen"
4411,Mirai Robo Daltanias,6.83,"Space, Comedy, Mecha, Shounen"
5809,Kupu~!! Mamegoma!,6.48,Kids
6867,Halo Legends,7.13,"Action, Drama, Military, Sci-Fi"
2236,Toki wo Kakeru Shoujo,8.35,"Sci-Fi, Adventure, Drama, Romance"
11349,Soredemo Tsuma wo Aishiteru,6.58,Hentai
34831,Hanitarou Desu.,5.83,"Slice of Life, Comedy"
7691,Tokimeki Memorial 4 OVA,6.23,Harem
9314,Fractale,7.03,"Adventure, Fantasy, Sci-Fi"
22159,"Yami no Kioku, Yume no Inei",4.21,Dementia
10259,Da Yu Hai Tang,7.82,"Adventure, Drama, Romance, Supernatural"
184,Xenosaga The Animation,6.44,"Action, Mecha, Sci-Fi, Shounen, Space"
30916,The Five Killers,6.05,Action
25285,Seireitsukai no Blade Dance Specials,6.8,"Action, Supernatural, Ecchi, Fantasy, School"
12399,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,5.62,"Action, Sci-Fi"
2156,Bakugan Battle Brawlers,6.37,"Action, Game, Fantasy"
9494,Soukyuu no Fafner: Arcadian Memory,6.65,"Action, Military, Sci-Fi, Drama, Mecha"
35133,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,4.11,Comedy
37293,Wo Jia Da Shixiong Naozi You Keng,6.63,"Action, Adventure, Comedy, Historical, Martial Arts"
3418,Jungle no Ouja Taa-chan,7.27,"Action, Comedy, Parody"
2031,Shining Tears X Wind,6.6,"Action, Adventure, Fantasy, Magic"
3369,Shoubushi Densetsu Tetsuya,7.6,"Game, Historical, Shounen"
14835,The iDOLM@STER Shiny Festa,7.28,"Comedy, Drama, Music"
6385,Pokemon: Yadoking no Ichinichi,6.21,"Fantasy, Kids"
30652,Long Riders!,6.64,"Slice of Life, Comedy, Sports, Shounen"
23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,7.18,"Kids, Fantasy, Magic, Shoujo"
21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,7.72,"Action, Comedy, Sports, Shounen"
33390,Zunda Horizon,5.89,
1180,Hyper Police,7.03,"Action, Comedy, Police, Romance, Sci-Fi"
8178,Fujoshi no Hinkaku,6.23,Slice of Life
28827,Doubutsu Tonarigumi,5.14,"Kids, Comedy, Historical"
767,Burn Up!,6.19,"Action, Sci-Fi, Comedy, Police, Ecchi"
35011,Yankee Hamster,6.62,Comedy
36774,Star Wars: Saigo no Jedai - Tokubetsu Eizou,5.43,"Parody, Sci-Fi"
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.47,"Adventure, Fantasy"
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,7.29,"Sci-Fi, Slice of Life, Seinen"
34302,Precure Dream Stars! Movie,6.88,"Action, Comedy, Magic, Fantasy, Shoujo"
3885,Sugar Bunnies,6.38,Kids
2895,Kujiratori,6.58,Adventure
9599,Miyazaki Maya Daizukan,5.92,Hentai
34412,Hashiri Hajimeta bakari no Kimi ni,6.44,Music
37451,Boogiepop wa Warawanai,0,"Horror, Mystery, Psychological"
35247,Owarimonogatari 2nd Season,9.02,"Comedy, Mystery, Supernatural, Vampire"
5973,Fight Ippatsu! Juuden-chan!!,6.76,"Ecchi, Comedy, Sci-Fi, Shounen"
35303,Furusato Meguri: Nippon no Mukashibanashi,6.14,"Historical, Kids, Supernatural"
769,Burn Up! W,6.46,"Sci-Fi, Comedy, Ecchi, Mecha, Shounen"
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,6.86,"Sports, Mecha"
30960,Shou-chan Sora wo Tobu,5.07,"Horror, Sci-Fi"
37193,Ni ga Mushi Ojisan,3.29,"Kids, Music"
34765,Chein Kuro-Nikuru!!,5.4,"Comedy, Parody"
15043,Haitai Nanafa,6.09,"Comedy, Supernatural"
32608,Endride,5.78,"Adventure, Fantasy"
1508,Sci-fi Harry,6.3,"Drama, Horror, Sci-Fi"
35131,Luna-tan: 1-mannen no Himitsu,5.43,"Magic, Fantasy"
13161,Hagure Yuusha no Aesthetica,7.16,"Action, Super Power, Ecchi, Fantasy"
3861,Shaman King Specials,7.37,"Action, Comedy, Supernatural, Shounen"
23311,Garo: Honoo no Kokuin,7.5,"Action, Demons, Supernatural, Magic, Fantasy"
2372,Enbo,7.25,"Hentai, Drama"
35592,Zton Jingai Animation: A Beautiful Greed Nulu Nulu,6.52,Hentai
1299,Flag,7.28,"Mecha, Military"
32878,ó–lDLIVE,6.3,"Action, Sci-Fi, Space, Police"
2416,Grander Musashi RV,7.18,"Adventure, Sports"
33659,Fushigi na Somera-chan Special,5.69,"Slice of Life, Comedy, Magic"
1434,Lupin III: Harimao no Zaihou wo Oe!!,7.11,"Action, Adventure, Mystery, Comedy, Seinen"
4926,Marco: Haha wo Tazunete Sanzenri,7.21,"Adventure, Drama"
5344,Time Bokan Series: Itadakiman,6.21,Mecha
16514,Batsu & Terry,5.71,"Comedy, Drama, School, Shounen, Sports"
5084,Mai Mai Shinko to Sennen no Mahou,7.32,"Adventure, Drama"
24237,Surprise 4 U.,5.57,Sports
36061,I&#039;m Coming,4.22,Music
3969,Kagaku Kyuujo-tai TechnoVoyager,6.3,"Action, Adventure, Mecha, Sci-Fi, Space"
37569,Tenrou: Sirius the Jaeger,0,"Action, Historical, Horror, Supernatural, Vampire"
6557,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,6.29,"Adventure, Comedy, Fantasy, Magic"
3963,Turn A Gundam I Movie: Earth Light,6.66,"Action, Drama, Mecha, Military, Sci-Fi, Space"
33237,Romangeun Eobsda,6.56,Drama
1268,Aquarian Age: Saga II - Don&#039;t Forget Me...,5.94,"Action, Super Power, Drama"
21097,Oni Chichi: Rebuild,7.58,Hentai
36181,Christmas Morgue,5.31,Music
12959,OjousamaŠ…æYomeiri Kousou!,7.06,Hentai
8336,Hanakappa,5.61,"Comedy, Kids"
36644,Shaonian Jinyiwei,6.55,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen"
26017,Backkom Specials,6.26,"Super Power, Comedy, Kids"
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,4.6,"Drama, Romance, Ecchi"
24745,Yobai Suru Shichinin no Harame,6.7,"Harem, Hentai"
29833,Mochi Mochi no Ki,4.62,Kids
2487,Kyouryuu Boukenki Jura Tripper,6.9,"Sci-Fi, Adventure, Drama, Fantasy"
6399,Higashi no Eden: Falling Down,7.51,Music
36791,Ling Yu: Di San Ji,6.95,Fantasy
36409,Yodel no Onna,5.7,"Music, Comedy"
25647,Sabage-bu! Specials,7.35,"Action, Military, Comedy, Shoujo"
5622,The Chocolate Panic Picture Show,4.69,"Dementia, Psychological"
123,Fushigi Yuugi,7.75,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo"
516,Keroro Gunsou,7.88,"Comedy, Mecha, Parody, Sci-Fi, Shounen"
5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,6.85,"Action, Supernatural, School, Horror, Shounen"
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,6.75,"Comedy, Police"
35210,Kuroi Hitomi,0,"Demons, Supernatural, Fantasy"
10647,Ao no Exorcist: Ura Ex,7.21,"Action, Fantasy, Supernatural, Shounen"
36250,Baka to Test to Shoukanjuu Mini Anime,6.82,"Comedy, School, Super Power"
1344,Eightman After,6.34,"Action, Drama, Sci-Fi"
3478,Mrs. Junkie,6.83,Hentai
653,Galaxy Angel 3,7.4,"Comedy, Sci-Fi"
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,6.49,Adventure
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,8.28,"Action, Comedy, Super Power, Drama, Magic"
37369,Neko Neko Nihonshi 3rd Season,0,"Historical, Kids, Parody"
18695,Toriko no Chigiri,6.3,Hentai
18375,Kaitou Reinya Pilot,5.42,Comedy
30251,Venus Project: Climax,5.42,"Action, Music"
36464,Oshushi Da yo,4.78,"Comedy, Slice of Life"
389,Karas,7.5,"Action, Sci-Fi, Super Power, Fantasy"
21595,YuŠ…æGiŠ…æOh! Zexal Second: Iza! Saishuu Kessen e!! Special,6.26,"Action, Fantasy, Game, Shounen"
10049,Nurarihyon no Mago: Sennen Makyou,8.11,"Action, Demons, Shounen, Supernatural"
3288,Gundam Evolve,6.82,"Action, Military, Space, Mecha"
12893,Danshi Koukousei no Nichijou Specials,7.93,"Comedy, School, Shounen, Slice of Life"
29255,Ghost in the Shell Arise Episode: [.jp],6.52,Action
30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,5.35,"Comedy, Ecchi"
171,Strange Dawn,6.54,"Adventure, Drama, Fantasy"
34161,Overlord Movie 1: Fushisha no Ou,7.7,"Action, Game, Supernatural, Magic, Fantasy"
9561,Shokupan Mimi,5.66,Comedy
23079,Glasslip,5.53,"Romance, Slice of Life, Supernatural"
32764,Sun Set Sun,5.3,Music
33206,Kobayashi-san Chi no Maid Dragon,8.19,"Slice of Life, Comedy, Fantasy"
25241,Akame ga Kill! Theater,6.7,Comedy
4447,Detective Conan Movie 12: Full Score of Fear,7.94,"Adventure, Police, Comedy, Mystery, Shounen"
2041,Ai to Yuuki no Pig Girl Tonde Buurin,6.68,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo"
32534,Xiyouji zhi Dasheng Guilai,6.96,"Adventure, Historical, Supernatural, Martial Arts, Fantasy"
19879,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,6.26,Comedy
27721,Kasumin,6.34,"Fantasy, Kids"
6062,Duel Masters Movie 2: Lunatic God Saga,6.24,"Action, Adventure, Comedy, Shounen"
37071,Hoshizora no Orgel,3.63,"Kids, Music, Space"
3274,Kinnikuman: Ooabare! Seigi Choujin,6.41,"Action, Comedy, Sports, Shounen"
157,Mahou Sensei Negima!,7.08,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural"
1643,Sailor Victory,5.88,"Action, Comedy, Mecha, Sci-Fi"
3667,Strike Witches,7.11,"Action, Military, Sci-Fi, Magic, Ecchi"
7627,Mitsudomoe,7.69,"Comedy, School, Slice of Life"
30307,Monster Musume no Iru Nichijou,7.3,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen"
5886,Kujira no Josephina,6.38,"Adventure, Fantasy"
32901,Eromanga-sensei,6.9,"Comedy, Drama, Romance, Ecchi"
2208,Flutter of Birds II: Tenshi-tachi no Tsubasa,5.63,"Drama, Hentai, Romance"
3838,Himitsu no Akko-chan 2,6.33,"Magic, School, Shoujo"
32088,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,6.46,"Comedy, Historical"
33782,Life!,5.71,"Slice of Life, Comedy"
33354,Cardcaptor Sakura: Clear Card-hen,8.23,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo"
4763,Tsuma Shibori,7.14,"Hentai, Romance"
4057,Inyouchuu Shoku: Ryoushokutou Taimaroku,6.49,"Hentai, Demons, Fantasy"
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.59,"Action, Magic, Supernatural, Sci-Fi"
6202,Daisetsusan no Yuusha Kibaou,7.15,"Adventure, Drama"
22507,Initial D Final Stage,8.31,"Cars, Seinen, Sports"
10735,Planetes Picture Drama,5.72,"Comedy, Sci-Fi, Space"
2306,Mobile Suit SD Gundam&#039;s Counterattack,6.55,"Comedy, Parody, Mecha"
11077,Hellsing: The Dawn,7.32,"Action, Horror, Supernatural, Vampire, Seinen"
2751,Miyori no Mori,7.02,"Slice of Life, Fantasy, Drama"
36714,Hashire! Osomatsu-san,6.15,"Comedy, Parody"
33184,Battle Girl High School,5.87,"Action, Sci-Fi, School"
8689,Born by Myself,3.36,"Dementia, Psychological"
6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.2,"Action, Fantasy, Super Power"
31834,Mormorando,5.17,
30503,Noragami Aragoto,8.41,"Action, Adventure, Comedy, Supernatural, Shounen"
10076,K’_mpfer f’_r die Liebe,6.62,"Action, Comedy, Ecchi, Shoujo Ai, Super Power"
3916,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,6.36,Hentai
789,Shinigami no Ballad.,7,"Drama, Fantasy, Psychological, Supernatural"
996,Bishoujo Senshi Sailor Moon: Sailor Stars,7.99,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
34455,Princess Connect!,5.2,Fantasy
21373,Freezing Vibration Specials,6.63,"Action, Ecchi, Comedy"
10334,Rurouni Kenshin Recap,7.39,"Action, Adventure, Comedy, Historical, Romance, Samurai"
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,6.33,"Parody, Adventure, Fantasy, Comedy, Mecha"
2956,Shin-ban Megami Tantei Vinus File,5.87,Hentai
35263,Escape from Tsuki no Uragawa Zoo,5.51,"Drama, Fantasy, Music"
2293,Kyoushoku Soukou Guyver,6.4,"Action, Sci-Fi, Horror, Super Power"
2432,Discipline,7.04,"Hentai, School"
2556,Jungle Taitei (1989),6.77,"Adventure, Drama"
34185,Fushou Shita Senro to Tsuki,8,Kids
2011,Taiho Shichau zo Special,7.13,"Action, Comedy, Police, Shounen"
32836,Senki Zesshou Symphogear AXZ,7.66,"Action, Music, Sci-Fi"
36560,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.68,"Comedy, Ecchi, Romance, School"
1287,Odin: Koushi Hansen Starlight,5.21,"Action, Sci-Fi, Adventure, Space, Drama"
35920,Hello Jadoo,5.86,Slice of Life
2351,Pigeon Blood,5.55,Hentai
36369,Ginga Eiyuu Densetsu: Die Neue These Seiran 1,0,"Action, Military, Sci-Fi, Space, Drama"
36992,Tomie,6.36,"Drama, Horror, Josei, Supernatural"
3624,Seimei no Kagaku: Micro Patrol,7.24,Adventure
21599,Fight Ippatsu! Juuden-chan!! OVA,6.56,"Sci-Fi, Comedy, Ecchi"
21573,Senki Zesshou Symphogear GX,7.49,"Action, Music, Sci-Fi"
37668,Medama Oyaji no April Fools&#039;,5.32,"Demons, Parody"
3751,Sekai Meisaku Douwa: Mori wa Ikiteiru,7.01,"Fantasy, Kids"
719,Ai no Kusabi,7.31,"Drama, Romance, Sci-Fi, Yaoi"
36372,Hiromi,4,"Music, Kids"
36798,Yuuki Yuuna wa Yuusha de Aru: Hidamari,7.04,"Drama, Fantasy, Magic, Slice of Life"
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,7.71,"Action, Comedy, School, Shounen"
2472,Naruto: Shippuuden Movie 1,7.41,"Action, Adventure, Comedy, Fantasy, Shounen"
31966,Sword Gai,5.79,"Action, Seinen, Supernatural"
10163,C: The Money of Soul and Possibility Control,7.38,"Action, Mystery, Super Power, Thriller"
713,Air Movie,7.35,"Drama, Romance, Supernatural"
398,Seikai no Senki III,7.81,"Action, Military, Romance, Sci-Fi, Space"
741,Sensitive Pornograph,6.99,"Comedy, Drama, Hentai, Romance, Yaoi"
30370,Akatsuki no Yona OVA,8.15,"Action, Comedy, Fantasy, Shoujo"
35204,The King of Fighters: Destiny,6.82,"Action, Adventure, Martial Arts, Romance, Drama"
18897,Nisekoi,7.81,"Harem, Comedy, Romance, School, Shounen"
22097,Magi: Sinbad no Bouken,7.99,"Action, Adventure, Fantasy, Magic, Shounen"
4350,Megami Kyouju,5.72,"Hentai, Horror, Military, Sci-Fi, Supernatural"
1108,Senkaiden Houshin Engi,7.22,"Magic, Adventure, Fantasy, Supernatural, Historical, Shounen"
28897,Ganso Banana no Tamashii,4.61,"Music, Kids"
8310,Magic Kaito,7.98,"Adventure, Comedy, Romance, Shounen"
32245,Kuromukuro,7.35,"Action, Sci-Fi, Mecha"
22175,The Harmonic Gleam Vibration,4.81,Dementia
33783,Godzilla: Kaijuu Wakusei,6.72,"Action, Adventure, Sci-Fi"
1182,Shamanic Princess,6.73,"Action, Fantasy, Magic, Romance"
31339,Drifters,8.05,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen"
3764,Chouon Senshi Borgman 2: Shin Seiki 2058,5.89,"Action, Demons, Sci-Fi, Shounen"
35028,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chanŠÈ,7.13,Hentai
11933,Oda Nobuna no Yabou,7.62,"Comedy, Historical, Romance"
32989,King of Prism by Pretty Rhythm Short Anime,6.5,"Music, Comedy, Fantasy"
3422,Donburi Kazoku,5.97,Hentai
5606,Ryoujoku Joshi Gakuen,5.69,Hentai
11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,6.63,Music
4940,Sabaku no Kaizoku! Captain Kuppa,7,"Action, Adventure"
29099,Washimo 2nd Season,4.5,"Sci-Fi, Slice of Life, Comedy, Kids, School"
32011,Hakuouki: Otogisoushi,6.68,"Fantasy, Historical, Josei, Samurai"
6686,Chinetsu Karte: The Devilish Cherry,6.75,Hentai
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.71,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural"
3954,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.83,"Comedy, School"
36800,Amanchu! Advance,7.56,"Comedy, School, Shounen, Slice of Life"
28607,Hetalia: The World Twinkle,7.58,"Comedy, Historical, Parody"
1940,Outlanders,6.1,"Sci-Fi, Adventure, Comedy, Ecchi, Shounen"
15535,Yumekuri,5.55,"Seinen, Slice of Life"
36170,Wonderland to Hitsuji no Uta,4.95,Music
31299,Tao Hua Yuan Ji,6.14,"Fantasy, Historical"
36399,Yumehito: Yumejin,3.8,Music
35648,BraFro x Taka no Tsume: Brave Funding Prologue,3.42,Parody
37221,Release the Spyce,0,"Action, School"
967,Hokuto no Ken,7.96,"Action, Sci-Fi, Drama, Martial Arts, Shounen"
10933,R-15 OVA,6.82,"Adventure, Comedy, Ecchi, Harem, Parody, Romance"
30196,Tsubasa to Hotaru (2015),6.53,"Romance, School, Shoujo"
29129,Ookami Shoujo to Kuro Ouji Recap,6.92,"Comedy, Romance, School, Shoujo"
36302,Candy no Yume,4.16,"Music, Kids"
2117,Shin Captain Tsubasa,7.2,"Action, Shounen, Sports"
18815,Oh! Super Milk-chan Special,6.21,"Action, Sci-Fi, Comedy, Parody"
33654,Hitorijime My Hero,7.61,"Drama, Romance, School, Shounen Ai, Slice of Life"
5883,Examurai Sengoku,6.52,"Action, Sci-Fi, Martial Arts, Samurai"
36543,GJ8man: Dai 1-bu - Soushuuhen,4.53,"Comedy, Parody, Super Power"
9906,Sue Cat,6.14,"Adventure, Music, Shoujo"
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",7.28,"Comedy, Drama, Romance, Sci-Fi, Slice of Life"
22985,Hipira-kun Special,5.1,"Comedy, Fantasy, Kids, Supernatural, Vampire"
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,8.09,"Action, Mecha, Sci-Fi"
33352,Violet Evergarden,8.59,"Slice of Life, Drama, Fantasy"
11545,Happyakuyachou Hyouri Kewaishi,5.63,"Historical, Drama"
12823,Shakugan no Shana III (Final) Specials,7.21,"Comedy, Parody"
