anime_id,title,score,genre
8302,Ladies versus Butlers! Specials,6.43,"Ecchi, Seinen"
24833,Ansatsu Kyoushitsu,8.22,"Action, Comedy, School, Shounen"
10719,Boku wa Tomodachi ga Sukunai,7.47,"Ecchi, Slice of Life, Comedy, Harem, Romance, School"
4939,Macross Fufonfia,5.7,"Comedy, Parody"
11795,Forsaken,5.83,"Music, Vampire"
7265,Kara no Shoujo,5.66,"Hentai, Mystery"
8918,Princess Lover! OVA,6.8,Hentai
33566,Baki,6.19,"Action, Martial Arts, Shounen"
5153,Kikou Kai Galient,6.64,"Action, Sci-Fi, Fantasy, Mecha"
23575,Ikkyuu-san: Ooabare Yancha-hime,6.35,"Comedy, Historical, Kids"
36699,Kimitachi wa Dou Ikiru ka,0,Drama
4462,Tairiki Tarou no Mucha Shuugyou,4.73,Action
36067,Halfway,4.77,Music
33164,Musaigen no Phantom World: Limitless Phantom World,6.33,"Comedy, Supernatural, Fantasy"
36474,Sword Art Online: Alicization,0,"Action, Fantasy, Game, Sci-Fi"
29918,Go-hiki no Kozaru-tachi,4.14,Demons
10570,Inshitsu Otaku ni Ikareru Kanojo,6.28,Hentai
4364,Kunoichi Bakumatsu Kitan,6.05,Hentai
21437,Buddy Complex,7.26,"Action, Sci-Fi, Mecha"
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.84,"Action, Mystery, Supernatural"
1028,Arete Hime,7.03,"Fantasy, Magic"
4360,Uchuu Kaizoku Sara,6.96,"Hentai, Sci-Fi, Supernatural"
34990,Unicorn no Kyupi,4.5,"Fantasy, Kids"
14817,Mouretsu Pirates: Abyss of Hyperspace,7.22,"Sci-Fi, Space"
19497,Kagerouka-kun,5.05,"Fantasy, Kids"
32600,Kanojo wa Zombie,5.98,"Music, Romance"
9260,Kizumonogatari I: Tekketsu-hen,8.43,"Mystery, Supernatural, Vampire"
7152,Anyamal Tantei Kiruminzoo,7.09,"Magic, Comedy, Shoujo"
35090,Oyayubi-hime,6.75,"Fantasy, Kids"
31676,Persona 2: Another Self,6.22,"Action, Fantasy, Supernatural, Demons"
770,Pale Cocoon,7.46,"Drama, Sci-Fi"
9778,Toriko Hime: Hakudaku Mamire no Reijou,6.44,Hentai
9759,Future GPX Cyber Formula Graffiti,6.19,"Action, Sci-Fi, Sports"
27915,Captain,6.19,"Sports, Shounen"
34458,Ousama to Nightingale,5.73,"Fantasy, Kids"
1222,Bokura ga Ita,7.46,"Slice of Life, Drama, Romance, Shoujo"
2255,Choujuu Kishin Dancougar,6.74,"Action, Sci-Fi, Mecha"
27495,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,6.44,"Kids, Adventure, Fantasy"
35031,Aoi Meno Ningyou Monogatari,3.67,"Drama, Historical"
8934,Star Driver: Kagayaki no Takuto,7.32,"Action, Romance, Mecha, Shounen"
36782,Kakuchou Shoujo-kei Trinary: Ex.MV,6.65,"Sci-Fi, Music"
14989,Chousoku Henkei Gyrozetter,6.56,"Action, Cars, Mecha, Shounen"
5281,Hissatsu Chikan Nin,6.2,Hentai
3909,Bikkuriman,6.47,"Comedy, Fantasy"
19961,Heisei Tensai Bakabon,6.5,"Slice of Life, Comedy"
27525,Fate/kaleid liner PrismaŠ…æIllya 2wei Herz!,7.37,"Action, Slice of Life, Comedy, Magic, Fantasy"
33480,Waku Waku Koma-chan,4,"Adventure, Kids"
33228,Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda,5.77,"Comedy, Parody, Mecha"
2075,Kiko-chan Smile,6.42,"Adventure, Comedy, Josei, Slice of Life"
37449,Strike the Blood III,0,"Action, Ecchi, Fantasy, Supernatural, Vampire"
6312,Taiho Shichau zo: Full Throttle Special,7.13,"Action, Adventure, Comedy, Police"
8733,Tousan no Tsukutta Uta,4.95,"Music, Fantasy"
21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,7.81,"Action, Supernatural, Fantasy"
1088,Macross,8.04,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
36611,Bary-san no Shokoku Manyuuki,5.5,Comedy
90,Mobile Suit Gundam Wing,7.84,"Action, Military, Sci-Fi, Space, Drama, Mecha"
1989,Shizuku,5.81,Comedy
9014,Kuttsukiboshi,6.33,"Romance, Supernatural, Drama, Shoujo Ai"
20555,SoniAni: Super Sonico The Animation,6.2,"Music, Slice of Life"
15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,5.98,Fantasy
31170,Youkai Ninpouchou Jiraiya!,4.63,"Action, Comedy"
25687,Digimon Adventure tri. 1: Saikai,7.62,"Action, Adventure, Comedy, Drama"
1404,Flutter of Birds: Tori-tachi no Habataki,5.8,Hentai
998,Blue Seed,7.1,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi"
5631,Kaumori,5.57,"Drama, Samurai"
27821,Fate/stay night: Unlimited Blade Works - Prologue,8.23,"Action, Supernatural, Magic, Fantasy"
34129,Xia Lan,5.45,"Action, Adventure, Historical, Supernatural, Drama, Magic, Martial Arts, Fantasy"
30648,Stitch!: Zutto Saikou no Tomodachi Special,5.99,"Adventure, Comedy, Kids"
7062,Hidamari Sketch x Š…æŠ…æŠ…æ,7.96,"Slice of Life, Comedy, School, Seinen"
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,5.84,"Comedy, Fantasy, Kids"
1154,Mother: Saigo no Shoujo Eve,5.83,"Adventure, Drama, Sci-Fi"
6852,Ahiru no Otegara,5.02,Adventure
33378,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",7.19,"Comedy, Historical, Romance, Shoujo"
24357,Mokkai Shiyo?,6.33,Hentai
2245,Seraphim Call,6.08,"Romance, Drama, Sci-Fi"
6392,Issho ni Training: Training with Hinako,4.85,"Ecchi, Sports"
36542,Boku wa Robot-goshi no Kimi ni Koi wo Suru,6.48,"Sci-Fi, Romance"
34060,Dead World,3.6,Horror
3883,YU-NO,5.25,"Sci-Fi, Hentai"
14289,Sukitte Ii na yo.,7.67,"Drama, Romance, School, Shoujo"
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.98,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural"
1370,Atama Yama,6.57,"Comedy, Dementia, Psychological, Fantasy"
21973,Sore Ike! Anpanman: Anpanman to Oyakusoku,5.25,"Comedy, Fantasy, Kids"
1838,Mitsu x Mitsu Drops,6.12,"Drama, Romance, School, Shoujo"
32281,Kimi no Na wa.,9.19,"Supernatural, Drama, Romance, School"
36725,Naisho no Hanashi,6.48,Music
3044,Tetsuwan Atom (1980),7.23,"Action, Sci-Fi, Adventure, Mecha, Shounen"
30921,Kacchikenee!,6.4,Supernatural
32568,Kamiwaza Wanda,5.5,"Sci-Fi, Kids"
30355,Wakaba*Girl,6.96,"Comedy, School, Slice of Life"
20423,Kamisama no Inai Nichiyoubi: Kioku,6.99,"Mystery, Fantasy"
8752,Message Song,5.42,Music
602,KO Seiki Beast Sanjuushi,6.61,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural"
2936,Private Emotion,5.47,Hentai
36719,Pastel Kazoku,3.9,Comedy
539,Tenchi Muyou! Ryououki,7.74,"Action, Comedy, Sci-Fi, Shounen, Space"
18295,Kakumeiki Valvrave 2nd Season,7.39,"Action, Space, Mecha"
36858,Garo: Uzusumizakura,0,"Action, Demons, Fantasy, Magic, Supernatural"
25053,Mister Ajikko Special,6.72,"Comedy, Shounen"
28119,Kuma no Minakuro to Kouhei Jiisan,6.4,"Drama, Kids"
36673,Nakano Harada Kekkon Kyousoukyoku,3.68,Music
10838,Double-J,5.57,"Comedy, School, Shounen"
2038,Mahou no Star Magical Emi,6.76,"Comedy, Magic, Shoujo, Slice of Life"
16702,Doraemon: Nobita to Mirai Note,6.38,"Kids, Adventure, Fantasy, Sci-Fi, Shounen"
15649,Puchimas!: Petit iDOLM@STER,7.22,"Comedy, Slice of Life"
19687,Kuiba II: Dazhan Yuan Yang Jie,6.98,"Action, Adventure, Kids, Fantasy"
33962,Shoujo-tachi no Sadism The Animation,6.88,Hentai
17293,Love Like Aliens,5.62,"Action, Music, Sci-Fi"
31,Neon Genesis Evangelion: Death & Rebirth,7.5,"Drama, Mecha, Psychological, Sci-Fi"
1364,Detective Conan Movie 05: Countdown to Heaven,8.24,"Adventure, Police, Comedy, Mystery, Shounen"
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.14,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo"
17613,Poka Poka Mori no Rascal,5.28,Kids
7551,Gowapper 5 Gordam,6.31,"Action, Adventure, Mecha, Sci-Fi"
2353,Daiakuji: The Xena Buster Specials,6.71,Hentai
2704,Kaiketsu Jouki Tanteidan,6.75,"Action, Mecha, Mystery, Police"
34454,Granblue Fantasy,6.73,Fantasy
2928,.hack//G.U. Returner,6.85,"Magic, Adventure, Fantasy, Game, Sci-Fi, Drama"
2253,Mazinger Z,7.42,"Action, Drama, Mecha, Sci-Fi, Shounen"
10693,Appleseed XIII Remix Movie 2: Yogen,6.55,"Action, Mecha, Military, Sci-Fi, Police"
6795,Genius Party Beyond,7.35,"Sci-Fi, Music, Dementia, Fantasy"
2037,Hime-chan no Ribbon,7.55,"Comedy, Fantasy, Magic, Romance, School, Shoujo"
21195,Soul Eater: Late Night Show,6.91,"Action, Fantasy, Comedy"
5918,Deimos no Hanayome: Ran no Kumikyoku,5.91,"Mystery, Horror, Demons, Psychological, Supernatural, Drama, Magic, Fantasy, Shoujo"
35122,Shingeki no Kyotou,6.37,"Action, Fantasy, Shounen"
36565,Major 2nd (TV),7.6,"Comedy, Sports, Drama, Shounen"
2129,True Tears,7.49,"Drama, Romance, School"
5643,Kimi no Na wo Yobeba,6.5,"Hentai, School"
32982,Imakara Atashi......,6.26,Hentai
10000,Esper Mami Special: My Angel Mami-chan,6.48,"Comedy, Super Power, Supernatural"
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.92,"Romance, Shoujo"
12767,Yuusei Kamen,6.32,Sci-Fi
5941,Cross Game,8.5,"Comedy, Drama, Romance, School, Sports"
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,8.05,"Action, Comedy, Sports"
29835,47 Todoufuken Specials,5.57,"Kids, Comedy, Romance"
6418,Eyeshield 21: Jump Festa 2005 Special,6.88,"Action, Comedy, Shounen, Sports"
3059,Ninja Senshi Tobikage,7.29,"Adventure, Mecha, Sci-Fi, Shounen, Space"
12067,Rurouni Kenshin Special,7.44,"Action, Historical, Romance, Samurai"
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,7.78,"Comedy, Seinen"
8664,"Slime Boukenki: Umi da, Yeah!",5.72,"Action, Adventure, Comedy, Fantasy, Game"
293,Di Gi Charat,6.82,"Comedy, Fantasy, Sci-Fi"
9493,Dororon Enma-kun Meeramera,6.6,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi"
757,Kaze wo Mita Shounen,6.81,"Adventure, Drama, Fantasy"
7311,Suzumiya Haruhi no Shoushitsu,8.73,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural"
1731,Tales of Symphonia The Animation: Sylvarant-hen,7.26,"Action, Adventure, Magic, Martial Arts, Fantasy"
3054,La Seine no Hoshi,6.62,"Adventure, Historical, Drama, Shoujo"
10759,Kintarou,6.45,Drama
1333,Fushigi na Koala Blinky,6.42,"Adventure, Comedy, Kids, Fantasy"
1681,Brave Story,7.54,"Action, Adventure, Fantasy, Kids, Magic, Supernatural"
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,7.06,"Historical, Supernatural, Drama"
144,Kanon,7.22,"Drama, Romance, Slice of Life, Supernatural"
23987,Sarusuberi: Miss Hokusai,7.25,"Historical, Supernatural, Drama, Seinen"
10491,Higurashi no Naku Koro ni Kira,6.58,"Mystery, Parody"
576,Magikano,6.48,"Comedy, Fantasy, Harem, Magic, Romance, Shounen"
18643,Kita e: Pure Session,5.71,Music
6758,Tatakau Shisho: The Book of Bantorra,7.33,"Action, Fantasy, Seinen, Super Power"
34527,Gou-chan. Moko to Chinjuu no Mori no Nakama-tachi,6.11,"Adventure, Kids"
8837,Taimanin Asagi Special,6.47,"Action, Demons, Hentai, Martial Arts, Supernatural"
19505,Kaizoku Ouji,7.18,"Adventure, Shounen"
4437,Naruto: Shippuuden Movie 2 - Kizuna,7.41,"Action, Martial Arts, Shounen, Supernatural"
30840,Many Things SD Gundam,5.27,"Parody, Comedy, Mecha"
28925,Youkai Watch: Best 10,6.14,"Kids, Comedy, Supernatural"
35116,Warau Salesman Dai SP-banashi,5.93,"Psychological, Supernatural, Seinen"
6937,Hermes: Ai wa Kaze no Gotoku,5.27,"Drama, Fantasy"
8646,44-hiki no Neko,4.71,"Kids, Music"
32636,Hokori Inu no Hanashi,5.54,
512,Majo no Takkyuubin,8.29,"Adventure, Comedy, Drama, Magic, Romance, Fantasy"
19971,Machi Ichiban no Kechinbou,5.88,"Supernatural, Historical, Music, Drama"
130,Saiyuuki Reload,7.51,"Action, Adventure, Comedy, Drama, Fantasy, Josei"
1462,Memories,7.8,"Sci-Fi, Horror, Psychological, Drama"
12231,Dragon Ball: Episode of Bardock,7.35,"Action, Sci-Fi, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
2595,D.C.II: Da Capo II,7.02,"Drama, Ecchi, Romance, School"
21899,Gintama: Yorinuki Gintama-san on Theater 2D,8.52,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
36642,Kakusansei Million Arthur,4.67,"Fantasy, Game"
29863,Anata wo Zutto Aishiteru,6.29,"Adventure, Kids, Fantasy"
12875,Ginga e Kickoff!!,7.35,"Sports, Shounen"
32665,Historical,5.32,"Adventure, Historical"
28735,Shouwa Genroku Rakugo Shinjuu,8.63,"Drama, Historical, Josei"
32767,Hane,4.98,Music
16,Hachimitsu to Clover,8.14,"Comedy, Drama, Josei, Romance, Slice of Life"
302,Mirai Shounen Conan,8.13,"Adventure, Drama, Sci-Fi"
23835,Moonrakers,5.66,"Drama, Sci-Fi, Space"
689,Uta Kata Special,7.06,"Drama, Magic"
28833,Chain Chronicle: Haecceitas no Hikari,6.84,"Action, Adventure, Fantasy, Magic"
28887,Setsuzoku Muyou,4.6,Comedy
3968,Dragoon,5.83,"Adventure, Fantasy"
33103,Zekkyou Gakkyuu: Tensei,5.51,"Horror, Shoujo, Supernatural"
5002,Bari Bari Densetsu,6.54,"Action, Drama, Shounen, Sports"
333,Mama wa Shougaku 4 Nensei,7.27,"Comedy, Drama, Sci-Fi"
21639,YuŠ…æGiŠ…æOh! Arc-V,7.22,"Action, Game, Fantasy, Shounen"
574,Rean no Tsubasa,5.82,"Fantasy, Mecha, Sci-Fi"
5214,Gakuen Shimai,6.74,Hentai
33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",5.68,Drama
2265,Transformers the Movie,7.9,"Action, Mecha"
36623,SNS Police,4.4,Police
33487,Masamune-kun no Revenge,7.03,"Harem, Comedy, Romance, School, Shounen"
15961,ShakotanŠ…ÄBoogie,7.31,"Action, Cars, Comedy, School, Seinen"
7032,Kitte no Gensou,4.93,Comedy
4698,Jokei Kazoku: Inbou,6.66,Hentai
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,7.1,"Comedy, Harem, Parody, Shounen"
1669,Bakuten Shoot Beyblade 2002,6.76,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
8958,Potecco Babies,5.08,Comedy
6836,Issunboushi: Chibisuke Monogatari,5.04,"Action, Samurai"
313,Ace wo Nerae! (1979),6.88,"Sports, Drama, Romance, School, Shoujo"
3618,Moyashimon: Kin Gekijou Deluxe,6.83,Comedy
36607,Spicy Swingy Style,5.43,Music
36655,Souten no Ken Re:Genesis,5.04,"Action, Historical, Martial Arts"
1650,Uchuu Senkan Yamato,7.69,"Action, Military, Sci-Fi, Adventure, Space, Drama"
13267,Shinryaku!! Ika Musume,7.55,"Slice of Life, Comedy, Shounen"
37292,Fei Ren Zai,6.73,"Slice of Life, Comedy, Supernatural"
509,I My Me! Strawberry Eggs,6.89,"Comedy, Drama, Romance, School, Slice of Life"
1966,Ankoku Shinwa,4.17,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural"
15583,Date A Live,7.47,"Comedy, Harem, Mecha, Romance, School, Sci-Fi"
751,Bomberman Jetters,7.07,"Action, Sci-Fi, Adventure, Comedy"
1883,Kappa no Kaikata,6.37,Comedy
1033,Sennen Joyuu,8.32,"Action, Adventure, Historical, Drama, Romance, Fantasy"
20471,Aoki Uru,0,"Military, Sci-Fi"
2943,Inbaku Gakuen,6.4,"Hentai, School"
30971,Tanita Shokudou,4,Slice of Life
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,7.02,"Romance, School, Shoujo Ai"
18795,Dagram vs. Round-Facer,4.99,"Space, Mecha, Sci-Fi"
1371,Hi no Tori,7.23,"Adventure, Drama, Historical, Sci-Fi, Supernatural"
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,7.61,"Slice of Life, Comedy, Police, Shounen"
7730,Issho ni H Shiyo,6.84,Hentai
527,Pokemon,7.42,"Action, Adventure, Comedy, Kids, Fantasy"
18465,Genshiken Nidaime,7.52,"Slice of Life, Comedy, Parody"
6347,Baka to Test to Shoukanjuu,7.76,"Comedy, Romance, School, Super Power"
32648,Handa-kun,7.46,"Slice of Life, Comedy, Shounen"
1933,Growlanser IV: Wayfarer of the Time,5.77,Action
180,Vandread,7.29,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space"
379,Heppoko Jikken Animation ExcelŠÈÇSaga,7.55,"Comedy, Parody, Sci-Fi, Shounen"
2111,Rockman.EXE Movie: Hikari to Yami no Program,7.36,"Action, Adventure, Game, Kids"
2841,Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,6.82,Hentai
34238,Osomatsu-san: Ouma de Kobanashi,7.41,"Comedy, Parody, Sports"
32264,Dear Brave,6.27,"Music, Romance"
36497,Overlord: Ple Ple Pleiades Theatrical Version,6.94,"Action, Comedy, Magic, Fantasy"
12803,Chinkoroheibei Tamatebako,4.97,"Kids, Fantasy, Comedy"
7261,Mameshiba,7.23,Comedy
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.72,"Ecchi, Comedy, Romance, Supernatural"
28041,Baguda-jou no Touzoku,5.3,"Adventure, Historical, Romance"
17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,7.04,Hentai
2276,Shin Saishuu Chikan Densha,6.58,Hentai
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.63,"Samurai, Historical, Drama, Shounen"
32936,Gin no Guardian,6.33,"Adventure, Fantasy"
29453,Kenka no Ato wa,5.46,"Music, Kids, Romance"
24821,Isshuukan Friends. Specials,6.82,"Slice of Life, School"
1232,Saber Marionette R,6.7,"Action, Comedy, Harem, Mecha, Sci-Fi"
32763,One and Three Four,5.28,Music
33273,Bouningen Weekend,4.5,Slice of Life
7904,Kemono no Souja Erin Recap,7.03,"Adventure, Slice of Life, Historical, Drama, Fantasy"
34102,Sakurada Reset,7.39,"Mystery, Super Power, Supernatural, School"
17635,Koitabi: True Tours Nanto,7.04,Romance
25969,Clock,3.81,Dementia
1104,Shinkon Gattai Godannar!! 2nd Season,7.04,"Ecchi, Comedy, Mecha, Romance, Sci-Fi"
30269,Momoiro Milk,6.47,Hentai
3073,Robby to Kerobby,6.27,"Kids, Comedy"
33195,Shi Wan Ge Leng Xiaohua (Movie),6.73,"Action, Adventure, Comedy, Parody, Fantasy"
22319,Tokyo Ghoul,8,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
1194,Coyote Ragtime Show,6.71,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen"
6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.8,"Comedy, Fantasy, Supernatural"
28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,6.39,"Comedy, Fantasy, Supernatural"
10807,Nichijou: Original Jikai Yokoku,7.01,"Slice of Life, Comedy, School"
36475,Sword Art Online Alternative: Gun Gale Online,7.3,"Action, Game, Military, Sci-Fi, Fantasy"
1096,Kidou Keisatsu Patlabor 2 the Movie,7.85,"Sci-Fi, Mystery, Police, Drama, Mecha"
11371,Shin Tennis no Ouji-sama,7.64,"Action, Comedy, Sports, Shounen"
25875,"Wake Up, Girl Zoo!",6.12,Comedy
36594,Brilliant Better,5.51,Music
1601,Red Garden,7.17,"Drama, Mystery"
4657,Arad Senki: Slap Up Party,6.82,"Action, Adventure, Comedy, Fantasy"
36116,Tsuugakuro,4.5,Music
33279,Nanocore: NG Scenes - Nano&#039;s Daily Life,4.86,"Comedy, Sci-Fi"
28977,GintamaÎç,9.15,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,7.44,"Kids, Magic, Shoujo"
5829,Blocker Gundan IV Machine Blaster,6.24,"Action, Mecha, Sci-Fi"
36993,Chao Zhi Neng Zu Qiu,7.5,"Comedy, Sports"
35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,5.25,"Kids, Sci-Fi"
708,Patapata Hikousen no Bouken,7.61,"Adventure, Sci-Fi"
825,King of Fighters: Another Day,6.42,"Adventure, Drama, Shounen"
30862,Yubi wo Nusunda Onna,5.46,
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,7.65,"Action, Drama, Military, Sci-Fi, Space"
1549,1000-nen Joou: Queen Millennia,6.93,"Adventure, Fantasy, Drama, Sci-Fi"
9723,Hakuouki Hekketsuroku Episode 0,7.19,"Action, Harem, Historical, Supernatural, Drama, Samurai, Vampire, Josei"
34361,Kyonyuu Reijou MC Gakuen,6.82,Hentai
2125,YuuŠ…æYuuŠ…æHakusho: Eizou Hakusho,7.44,"Action, Adventure, Supernatural, Shounen"
20815,Sekaiichi Hatsukoi: Valentine-hen,8.1,"Romance, Comedy, Shounen Ai"
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,6.83,Fantasy
34881,Aho Girl,7.26,"Comedy, Romance, School, Shounen"
6463,Hoshi wo Katta Hi,7.26,"Sci-Fi, Kids"
33729,Chain Chronicle: Haecceitas no Hikari Part 2,7.18,"Action, Adventure, Fantasy, Magic, Shounen"
91,Mobile Suit Gundam Wing: Endless Waltz,7.86,"Action, Drama, Mecha, Military, Sci-Fi, Space"
34005,Bakukyuu Renpatsu! Super B-Daman Specials,5,"Adventure, Game"
36094,Hakumei to Mikochi,7.59,"Slice of Life, Fantasy, Seinen"
1891,YAT Anshin! Uchuu Ryokou,7.16,"Adventure, Comedy, Sci-Fi, Shounen"
27887,Yama no Susume: Second Season Specials,6.85,"Slice of Life, Comedy"
8490,Digimon Adventure 3D: Digimon Grand Prix!,6,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports"
32454,Usakame,5.87,"Comedy, Sports, Shounen"
1009,Battle Spirits: Ryuuko no Ken,4.85,"Action, Comedy, Martial Arts, Shounen"
4874,Pokemon: Pikachu no Fuyuyasumi,6.64,"Adventure, Comedy, Fantasy, Kids"
34440,Code Geass: Hangyaku no Lelouch III - Oudou,0,"Action, Military, Sci-Fi, Super Power, Mecha, School"
2619,Spider Riders: Oracle no Yuusha-tachi,6.71,"Action, Adventure, Mecha"
35044,To Be Heroine,7.05,"Comedy, Super Power"
19811,Waanabi.jk,4.92,"Comedy, School, Slice of Life"
29905,"Yasashii Fue, Tori, Ishi",4.79,Dementia
13057,Peace Hame!,7.18,Hentai
681,Tenbatsu Angel RabbieŠ…æ,5.19,"Magic, Comedy, Sci-Fi"
7211,Rose O&#039;Neill Kewpie,6.42,Comedy
37753,Wonder Gravity: Pino To Juuryoku Tsukai,5,"Fantasy, Game"
28813,Bamboo Blade: Fanfu-Fufe-Fo,5.53,"Comedy, Parody"
241,Girls Bravo: First Season,6.61,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
10540,Genki!! Ekoda-chan,5.63,Comedy
34234,Ohayou! Kokekkou-san,5.75,"Comedy, Kids"
32071,Gantz:O,7.62,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi, Seinen"
36587,Granblue Fantasy The Animation 2,0,"Adventure, Fantasy"
22179,Aki no Puzzle,2.65,Dementia
8195,Guru Guru Town Hanamaru-kun,6.47,Kids
34481,Getsuyoubi no Tawawa Specials,6.65,"Slice of Life, Ecchi"
5712,Tanoshii Muumin Ikka Bouken Nikki,7.54,"Kids, Slice of Life, Adventure, Fantasy"
416,Kurenai no Buta,8.03,"Action, Adventure, Comedy, Drama, Historical, Military, Romance"
12669,Amagami SS+ Plus Specials,7.31,Romance
35180,3-gatsu no Lion 2nd Season,9.1,"Drama, Game, Seinen, Slice of Life"
19365,Samurai Flamenco,6.97,"Action, Comedy, Parody, Super Power"
33852,Mekakucity Reload,0,"Sci-Fi, Comedy, Super Power, Supernatural, Romance"
1132,Digimon Frontier,7.24,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
37073,Soratobu Penguin,5.22,"Kids, Music, Romance"
2267,Red Garden: Dead Girls,6.45,"Mecha, Mystery"
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,5.25,Comedy
11533,Momotarou Densetsu,6.34,"Adventure, Comedy"
987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,6.68,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
2609,Kakyuusei (TV),6.27,"Harem, Drama, Romance, School"
15605,Brothers Conflict,6.51,"Harem, Romance, Shoujo"
31741,Magi: Sinbad no Bouken (TV),8.13,"Action, Adventure, Fantasy, Magic, Shounen"
1569,Otome wa Boku ni Koishiteru,7.14,"Comedy, Drama, Romance, School"
732,Vampire Hunter D,7.22,"Action, Sci-Fi, Horror, Supernatural, Vampire"
2246,Mononoke,8.46,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen"
31683,Danchigai Special,6.48,"Slice of Life, Comedy"
3728,True Blue,6.04,Hentai
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,7.76,"Adventure, Fantasy, Magic, Comedy, Romance, Drama, Shoujo"
18139,Tonari no Seki-kun,7.68,"Comedy, School, Seinen"
2621,Natsu e no Tobira,6.28,"Drama, Romance, Shoujo, Shounen Ai"
9362,Hyakka Ryouran: Samurai Girls Specials,6.72,Ecchi
36835,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,5.37,Comedy
519,Mahoraba: Heartful days,7.41,"Comedy, Drama, Romance, Shounen"
1863,Silk Road Shounen Yuuto,5.88,"Adventure, Fantasy, Historical"
2571,Mitsubachi Maya no Bouken,6.43,"Adventure, Comedy, Kids"
9826,Okubyou na Venus,5.64,Music
37032,Garo: Vanishing Line Recap,6.08,"Action, Demons, Supernatural, Fantasy"
34997,Ao no Strada,5.47,Drama
28221,Etotama,6.97,"Action, Comedy, Fantasy"
30342,Funassyi no Funafunafuna Biyori,6.27,"Comedy, Kids, Slice of Life"
19457,Green Saver,5.8,"Adventure, Kids"
37387,Wata no Kuni Hoshi Pilot,5.06,"Fantasy, Shoujo"
16405,"Boku no Imouto wa ""Osaka Okan""",5.87,Comedy
30030,Jewelpet Magical Change,6.67,"Comedy, Fantasy, Magic, Shoujo"
12951,AWOL,5.72,"Action, Space, Military, Sci-Fi"
