anime_id,title,type,episodes,score,rank,popularity,favorites,genre,duration_min
4463,Custom Reido,OVA,1,5.24,,7710,2,Hentai,30
3137,Tsurikichi Sanpei,TV,109,7.15,3018,6603,7,"Adventure, Sports",24
3162,Makiba no Shoujo Katri,TV,49,6.92,3849,7440,5,"Adventure, Drama, Historical, Slice of Life",25
9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,TV,12,6.82,4247,1295,144,"Comedy, Drama, Ecchi, Harem, Romance",24
28151,Kujakuou: Sengoku Tensei,ONA,1,5.19,8845,10593,0,"Action, Demons, Historical, Supernatural",0.5
10429,Otoko no Ko Ojousama,OVA,1,6.22,,6665,6,Hentai,15
23085,Kikansha Sensei,Movie,1,6.15,10860,12447,0,"Comedy, School, Slice of Life",100
502,Dragon Ball Movie 1: Shen Long no Densetsu,Movie,1,7.01,3527,1848,29,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",50
688,Uta Kata,TV,12,6.82,4256,2758,69,"Drama, Magic",23
22979,Magical???Taruruuto-kun: Sukisuki Takoyaki!,Movie,1,6.83,11123,12015,0,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",30
1635,Ai Shimai 2: Futari no Kajitsu,OVA,2,6.59,,4480,28,Hentai,30
7160,Yoroshiku Mechadock,TV,30,6.61,5184,9180,1,"Action, Cars, Comedy, Police, Sports",23
3078,Magical Twilight,OVA,3,6.06,,7868,2,"Hentai, Comedy, Magic, Romance",30
37179,Mao Yu Tao Hua Yuan,Movie,1,7.67,11180,9697,0,"Adventure, Comedy, Fantasy",105
4378,Hininden: Gauss,OVA,1,5.84,,7456,2,Hentai,30
1235,I&#039;&#039;s Pure Bonus,Special,5,6.57,5330,4828,2,"Ecchi, Comedy, Romance",1
8408,Durarara!! Specials,Special,2,8,553,711,184,"Action, Comedy, Supernatural",23
2158,Terra e... (TV),TV,24,8.02,538,1691,832,"Action, Drama, Military, Sci-Fi, Space",24
33601,Menghuan Xiyou 2,ONA,13,5.75,11228,13639,1,"Action, Adventure, Fantasy, Historical, Magic",25
19429,Akuma no Riddle,TV,12,6.78,4383,480,853,"Action, School, Shoujo Ai",23
3670,Kikou Souseiki Mospeada,TV,25,7.21,2779,4748,35,"Action, Mecha, Military",23
34625,Master of Torque: Epilogue,ONA,1,4.69,11191,11397,0,Cars,9
29551,Kanimanji Engi,Movie,1,5.46,8434,11481,0,Fantasy,11
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,TV,13,6.19,6799,2510,55,"Drama, Seinen, Thriller",24
36197,Infini-T Force Movie: Gatchaman - Saraba Tomo yo,Movie,1,5.88,10575,8103,0,"Action, Sci-Fi, Seinen, Super Power",0
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,OVA,1,6.96,3700,2605,14,"Sci-Fi, Adventure, Super Power, Martial Arts, Fantasy, Shounen",30
35250,Urahara,TV,12,5.89,7600,2514,34,"Comedy, Fantasy, Psychological, Sci-Fi",23
29856,Tetopettenson,Music,1,4.88,9141,12477,0,"Kids, Music",2
7582,Reijoku no Yakata,OVA,2,6.19,,6657,3,Hentai,30
33551,Mameshi-Pamyu-Pamyu,Special,9,5.5,8373,11077,0,"Comedy, Parody",0.5
35985,Dibetagurashi: Ahiru no Seikatsu - Ahiru no Sumu Shima,ONA,1,6.17,9974,13514,0,"Comedy, Slice of Life",3
35423,Ribbon,Music,1,5.59,8222,11721,0,Music,4
29301,Kurage no Shokudou,OVA,1,6.28,6476,3643,9,"Slice of Life, Drama",29
12461,Hiiro no Kakera,TV,13,6.87,4038,1175,351,"Fantasy, Romance, Shoujo, Supernatural",24
795,Oniisama e...,TV,39,7.85,800,2935,354,"Psychological, Drama, School, Shoujo, Shoujo Ai",25
17707,Glass no Kamen Desu ga,TV,3,5.53,8318,8342,1,"Comedy, Parody",3
31984,Lupin Shanshei Pilot,Special,1,5.69,8022,10079,0,"Parody, Comedy",2
20707,"""0""",Music,1,4.83,9186,6833,1,Music,2
5570,Binetsu Hime: Zange no Shou,OVA,1,5.02,,9228,1,Hentai,29
27939,Afro Samurai Pilot,Special,1,6.81,4260,4923,6,"Action, Martial Arts, Samurai, Seinen",3
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,OVA,1,6.67,4894,8423,4,"Magic, Shoujo",80
4967,Choujin Locke: Mirror Ring,OVA,1,5.68,8036,9522,0,"Action, Sci-Fi, Super Power",60
34085,Sakura Nagashi,Music,1,7.16,2978,5404,13,"Action, Sci-Fi, Music, Drama, Mecha",4
34639,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,OVA,1,6.72,,6240,9,Hentai,26
36684,Shining???Romance,Music,1,6.93,3822,9914,4,Music,5
1502,Mahou Shoujo Pretty Sammy (1996),TV,26,6.84,4152,5158,16,"Comedy, Parody, Magic, Fantasy, Seinen",23
36932,Evil or Live Recap,Special,1,5.2,8828,6584,1,"Psychological, School",23
55,Arc the Lad,TV,26,6.6,5188,3417,16,"Action, Adventure, Fantasy, Horror, Sci-Fi",22
34944,Bungou Stray Dogs: Dead Apple,Movie,1,7.91,672,2424,81,"Action, Comedy, Mystery, Supernatural",0
22955,Francesca,TV,24,5.57,8241,4176,7,"Fantasy, Comedy",11
33125,Shiiku x Kanojo: Tenshi no Kousoku-hen,OVA,4,5.72,,5572,19,Hentai,16
2511,Sengoku Majin Goushougun: Toki no Etranger,Movie,1,6.79,4370,7410,6,"Action, Sci-Fi",88
37589,Ano Hi no Kanojo-tachi,ONA,0,7.2,9619,11994,0,Slice of Life,1
34758,Momoiro Bouenkyou Anime Edition,OVA,1,5.76,,7473,9,Hentai,15
19261,Gintama x Mameshiba,Special,6,6.92,3836,4185,45,"Comedy, Parody",0.516666667
23679,Strange+ Special,Special,1,5.89,7605,7406,0,"Slice of Life, Comedy, Josei",5
26449,Akame ga Kill! Recap,Special,1,6.89,3938,2809,32,"Action, Adventure, Fantasy",42
3846,Microid S,TV,26,6,11239,10859,0,"Action, Sci-Fi",25
