anime_id,title,type,episodes,score,rank,popularity,favorites,genre,duration_min
10779,Eroge! H mo Game mo Kaihatsu Zanmai,OVA,6,7.7,,2115,631,Hentai,30
29919,Fushigi na Taiko,Movie,1,5.11,10128,11624,0,Kids,18
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Movie,1,7.45,1813,5598,15,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",78
33870,Kabi Usagi: Game Center,ONA,1,3.91,10663,13239,0,Comedy,0.55
822,Initial D Extra Stage,OVA,2,7.45,1810,2567,28,"Action, Cars, Sports, Drama, Seinen",27
37268,Z/X: Code Reunion,TV,0,0,,8340,1,"Fantasy, School, Sci-Fi, Shounen",24
1403,Tsumamigui,OVA,2,6.57,,5528,8,Hentai,30
9375,Netorare: Tanabe Yuuka no Dokuhaku,OVA,1,5.64,,6293,14,Hentai,17
33993,300 En no Otsukiai Anime Edition,OVA,1,6.43,,6000,16,Hentai,16
22053,Gakkou no Kaidan (OVA),OVA,10,6.52,5512,9051,0,"Comedy, Horror, Mystery, Supernatural",19
682,Otogi Story Tenshi no Shippo,TV,12,6.63,5078,3586,23,"Fantasy, Magic, Comedy, Harem, Romance",22
23895,REACH x Thermae Romae: Pietrada no Kekkon,Special,1,5.81,7782,9878,0,"Comedy, Historical, Seinen",4
36756,91 Daze,Special,7,5.72,7940,8618,1,"Comedy, Historical",2
32269,Xiyue Qi Tong,Movie,1,5.19,12721,13400,0,"Action, Adventure, Fantasy",55
1802,Dirty Pair Flash,OVA,6,6.78,4393,4747,13,"Action, Adventure, Police, Comedy, Sci-Fi",27
11269,Maken Liner 0011 Henshin Seyo!,Movie,1,5.69,8022,10185,1,"Action, Mecha, Sci-Fi",50
499,Makai Toshi Shinjuku,OVA,1,6.3,6401,3775,22,"Adventure, Horror, Romance, Shounen, Supernatural",79
23281,Psycho-Pass 2,TV,11,7.54,1533,180,1029,"Action, Sci-Fi, Police, Psychological",23
37245,Gundam Build Divers,TV,0,6.57,5326,3924,12,"Action, Mecha, Sci-Fi",24
4697,Chimera: Target I Datenshi Kourin,OVA,1,5.3,,8198,4,"Hentai, Drama",47
31033,Nintama Rantarou: Dokutake Onsen no Dan,Special,1,6.08,11498,11877,0,Comedy,48
37352,Quote,Music,3,6.29,6443,10988,0,Music,4
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,Movie,1,6.65,4958,8373,2,"Action, Adventure, Magic, Fantasy, Shounen",40
14479,Mahoutsukai Nara Miso wo Kue!,OVA,1,5.3,8684,4912,2,"Magic, Fantasy, School",12
36942,Cinderella Girls Gekijou 2nd Season Specials,Special,3,6.04,7258,8682,0,"Slice of Life, Comedy",2
32732,Teo the Magic Planet Pilot,Special,1,4.55,12401,13288,0,"Adventure, Fantasy",9
35971,Onyankopon,ONA,12,4.52,9358,8475,0,"Music, Comedy, School",3
35275,Asonde Oboeru Gakushuu DVD,OVA,12,3.57,9650,14051,0,Kids,20
2151,Nils no Fushigi na Tabi,TV,52,7.12,3133,5708,8,"Kids, Adventure, Fantasy",25
6721,Ankoku Cat,ONA,6,5.91,7533,6886,2,"Action, Comedy",6
34849,Konohana no Sakuya Mori,Movie,1,5.6,10964,12671,0,Dementia,11
37672,Toji no Miko Recap,Special,1,6.32,6328,7274,4,"Action, Fantasy",23
13927,Sacred Seven: Shirogane no Tsubasa Picture Drama,Special,2,6.19,6805,6947,1,"Action, Comedy, School, Sci-Fi, Super Power",12
25879,Working!!!,TV,13,8.14,390,674,728,"Comedy, Romance, Slice of Life",23
30806,Schwarzesmarken,TV,12,6.93,3821,1163,254,"Action, Military, Sci-Fi, Historical, Drama, Mecha",23
4075,Super Robot Taisen OG: Divine Wars Special,Special,1,6.89,3968,6957,4,"Action, Comedy, Mecha",24
8312,Piece,Music,1,6.19,6804,7481,0,Music,5
2250,Roots Search: Shokushin Buttai X,OVA,1,4.21,9422,7228,2,"Sci-Fi, Space, Horror",45
18191,Boku wa Ou-sama (TV),TV,12,6.09,9733,11335,0,Kids,24
3537,Cleavage,OVA,2,6.75,,3959,78,Hentai,27
1433,Lupin III: Babylon no Ougon Densetsu,Movie,1,6.76,4498,5261,1,"Action, Adventure, Mystery, Comedy, Seinen",100
4946,Angel Blade: Ultimate Edition - Tokuteneizou,Special,1,6.28,,7200,5,"Sci-Fi, Hentai",6
32408,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)",ONA,2,4.61,10891,12073,0,"Cars, Comedy",3
4396,Osaru no Kantai,Movie,1,4.47,9373,8965,0,"Military, Music",1
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,Special,1,6.22,6688,9642,0,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",32
24743,Yakin Byoutou Specials,OVA,2,5.69,,8335,1,Hentai,29
25605,Mochi Mochi no Ki (OVA),OVA,1,5.63,11300,13356,0,"Kids, Drama",20
36730,Doraemon: Benkyou Heya no Tsuribori,Special,1,6.44,5837,11073,0,"Comedy, Kids, Sci-Fi, Shounen",12
24851,Madonna: Kanjuku Body Collection,OVA,1,6.65,,6133,19,"Harem, Hentai",29
33115,Kutsuya to Kobito,Movie,1,5.35,11025,13578,0,"Fantasy, Kids",14
37640,Kaishain vs. Credit Card Kachou: CreCar no Rule Shitteru kai?,ONA,0,4.5,10710,14141,0,Comedy,0.7
191,Love Hina Christmas Special: Silent Eve,Special,1,7.41,1979,1563,49,"Slice of Life, Comedy, Romance",46
21075,Hetalia: The Beautiful World Extra Disc,OVA,1,7.58,1402,4422,15,"Comedy, Historical, Parody",5
31892,The Legend of Huainanzi,TV,26,6.33,12418,11460,1,"Adventure, Fantasy, Historical",22
34394,Yuuki Yuuna wa Yuushabu Shozoku,Movie,1,6.55,5437,5913,4,"Slice of Life, Comedy, Magic, Fantasy",7
11977,Mahou Shoujo Madoka???Magica Movie 1: Hajimari no Monogatari,Movie,1,8.27,268,748,372,"Psychological, Drama, Magic, Thriller",130
24277,Yowamushi Pedal: Grande Road,TV,24,8.24,283,1140,436,"Comedy, Drama, Shounen, Sports",23
30483,Ginga Tetsudou 999: Akai Hoshi Betelgeuze - Inochi no Kagayaki,Movie,1,6.61,10225,10224,1,"Adventure, Space, Drama, Sci-Fi",25
34899,Monmusu Quest!,ONA,0,6.98,,6578,22,"Demons, Hentai",15
20141,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,Special,1,7.04,3415,6080,0,"Action, Adventure, Comedy, Seinen",90
19315,Pupa,TV,12,3.71,9472,809,144,"Fantasy, Horror, Psychological",4
4155,One Piece Film: Strong World,Movie,1,8.33,210,755,362,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",115
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Special,1,8.05,494,4090,9,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",106
5330,Alice in Cyberland,OVA,1,5.44,8471,8548,1,"Action, Sci-Fi",25
34502,Inazma Delivery,TV,10,6.34,6220,9890,1,"Action, Sci-Fi, Comedy",2
2329,Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,OVA,2,6.24,,7483,4,Hentai,30
3324,Discode: Ijou Seiai,OVA,3,6.38,,4777,30,Hentai,20
4600,Aneki... My Sweet Elder Sister The Animation,OVA,4,6.97,,4069,76,Hentai,30
35239,Kuruneko (ONA),ONA,10,6.35,11020,10000,0,"Slice of Life, Comedy",3
570,Jin-Rou,Movie,1,7.84,815,994,965,"Military, Police, Psychological, Drama, Romance",102
36102,Halved,Music,1,4.69,9271,13093,0,Music,2
32412,Kigyou Senshi Arslan,Special,6,6.62,5117,5442,4,"Comedy, Parody",3
4855,Fuuma no Kojirou: Seiken Sensou-hen,OVA,6,6.78,4395,8524,14,"Action, Martial Arts, Fantasy, Shounen",30
2442,Zoku Koihime,OVA,2,6.7,,6826,11,"Fantasy, Harem, Hentai, Magic, Supernatural",30
1929,Futari wa Precure: Max Heart,TV,47,7.03,3452,3802,30,"Action, Comedy, Fantasy, Magic, Shoujo",25
31109,Hatsukoi Monster,TV,12,5.92,7512,1398,110,"Comedy, Romance, School, Shoujo",24
32959,Mirai no Watashi,ONA,0,6.34,6230,6593,6,"Slice of Life, Comedy",1
11521,Hello Kitty: Ringo no Mori no Fantasy,TV,13,6,7348,10527,0,"Comedy, Fantasy, Kids",7
10736,Precure kara Minna e no Ouen Movie,ONA,1,6.14,6975,7942,1,"Fantasy, Magic, Shoujo",0.533333333
24075,Persona 4 the Golden Animation,TV,12,6.74,4596,1520,104,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",23
226,Elfen Lied,TV,13,7.75,982,16,20137,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",25
13457,Tomodachi 8-nin,TV,0,4.73,12469,11652,0,"Comedy, Kids",1
35379,Fengshen Bang,Movie,1,4.21,10083,13234,0,"Action, Fantasy, Martial Arts",78
5225,Lupin III: Pilot Film,Movie,1,6.55,5415,4976,5,"Action, Comedy, Seinen",12
179,Ultra Maniac OVA,OVA,1,6.78,4432,5148,4,"Magic, Comedy, Romance, School",21
36843,Youtai Nuhai Zai Shanghai 2: Xianglian Mima,Movie,1,6.2,12788,14004,0,"Military, Historical, Drama",83
36280,Usatalk,ONA,1,4.72,9257,12719,0,Dementia,1
33888,Omoi Au Christmas 2011,Special,3,3.91,11611,13225,0,Fantasy,0.666666667
23635,Poppoya-san: Nonki Kikanshi,Movie,1,7,11805,13103,0,Kids,13
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,OVA,1,7.21,2772,1294,81,"Action, Adventure, Comedy, Romance, Fantasy",24
5316,Rape! Rape! Rape!,OVA,3,6.04,,4821,40,Hentai,25
30073,Onaka no Ookina Ouji-sama,Music,1,5.19,8848,11719,0,Music,2
31694,Gakken no Zunou Kaihatsu Video,OVA,17,6,10155,13631,0,"Music, Kids",22
29611,Pa-Pa-Pa the ??? Movie: Perman - Tako de Pon! Ashi wa Pon!,Movie,1,6.29,11700,12039,0,"Kids, Adventure, Comedy, Super Power",32
6843,Kangaroo no Tanjoubi,Movie,1,5.34,8622,9373,2,Adventure,9
14373,Arata naru Sekai: World&#039;s/Start/Load/End,OVA,1,6.41,5948,2986,19,Sci-Fi,30
22755,Chikasugi Idol Akae-chan,TV,12,4.57,9861,11576,0,"Game, Comedy, Parody",2
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,Special,1,6.4,6011,7521,0,"Comedy, Historical, Seinen",5
36574,Weaving,ONA,1,4.56,12662,13146,0,Fantasy,0.916666667
30666,Memories: Younenki no Joukei,Movie,1,4.44,9377,11215,0,Dementia,3
5155,Genji Monogatari Sennenki,TV,11,7.01,3530,3696,16,"Drama, Historical, Romance",22
5391,Pico to Chico,OVA,1,5.04,,1821,311,"Hentai, Yaoi",34
1555,Tokimeki Memorial: Only Love,TV,25,7.16,2984,2194,98,"Comedy, Harem, Romance, School",24
5279,Sekirei: Hajimete no Otsukai,Special,1,7.17,2939,1838,32,Comedy,10
22123,Inugami-san to Nekoyama-san,TV,12,6.67,4887,1584,88,"Comedy, School, Shoujo Ai",3
34168,Hataraku Otona no Renai Jijou The Animation,OVA,1,6.57,,6183,8,Hentai,26
36390,Reset,Music,1,4,11869,14230,0,Music,2
7809,3-tsu no Kumo,Movie,3,4.96,9066,8026,2,Dementia,4
33994,Servamp Specials,Special,3,7.23,2695,3922,20,"Comedy, Josei",5
1118,Pokemon: Kesshoutou no Teiou Entei,Movie,1,7.16,2975,927,84,"Action, Adventure, Comedy, Kids, Drama, Fantasy",91
28869,Kaitou Joker 2nd Season,TV,13,7.33,2309,5589,14,"Adventure, Comedy, Mystery, Shounen",24
35658,Kuroko no Basket: Last Game NG-shuu,Special,1,7.8,880,5049,8,"Comedy, Sports, Shounen",2
33422,Nyancos: Hello! Our Brilliant Future Digest,Special,1,2.95,11545,13142,0,"Sci-Fi, Space",4
27789,Yodaka no Hoshi (Music),Music,1,6.02,7317,8945,3,"Slice of Life, Fantasy, Music, Drama",3
18507,Free!,TV,12,7.58,1399,151,7787,"Slice of Life, Comedy, Sports, Drama, School",24
36895,"Nee, ...Shiyo???",OVA,2,6.59,,7026,8,Hentai,20
11745,Aku no Onna Kanbu,OVA,2,6.8,,4618,42,Hentai,30
4485,Kasei Yakyoku,OVA,4,6.76,4496,8468,2,"Historical, Drama, Romance",30
7030,Kemeko no Love,Movie,1,4.36,9401,8463,0,Comedy,3
20223,Shounen Tokugawa Ieyasu,TV,20,7.19,12140,11591,0,"Drama, Historical, Shounen",25
3875,Mahoutsukai Sally 2,TV,88,6.46,5758,8568,1,"Comedy, Magic, Shoujo",20
1655,Nerima Daikon Brothers,TV,12,7.43,1901,4447,66,"Comedy, Music",24
3508,Genius Party,Movie,7,7.34,2272,2480,64,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha",14
32447,Nora to Oujo to Noraneko Heart,TV,11,5.43,8495,2226,27,"Comedy, Ecchi",3
34325,Pokemon XY&Z Specials,Special,2,7.06,3345,5851,2,"Action, Adventure, Comedy, Kids, Fantasy",23
33904,Suntory CMs,Special,8,5.12,8926,9233,0,Slice of Life,0.316666667
37579,Tonari no Kyuuketsuki-san,Unknown,0,0,,8951,0,"Comedy, Slice of Life, Supernatural, Vampire",0
18109,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,Movie,1,5.69,8017,9258,0,"Comedy, Parody",52
5267,Gamba no Bouken,TV,26,7.13,3070,7668,5,"Adventure, Kids",24
9355,Sekirei: Pure Engagement Episode 0,Special,1,7.36,2205,1998,31,"Ecchi, Comedy, Harem",28
1673,Bomberman B-Daman Bakugaiden Victory,TV,50,6.59,5238,7988,0,"Sci-Fi, Shounen",26
1317,Eyeshield 21: Maboroshi no Golden Bowl,Special,1,6.75,4524,4429,13,"Sports, Shounen",20
24169,Detective Conan: The Fugitive Kogorou Mouri,ONA,1,7.06,3330,5573,1,"Mystery, Comedy",22
5814,Dankichi-jima no Olympic Taikai,Movie,1,4.28,9414,8697,0,"Action, Sports",2
10737,A-Channel: +A-Channel,Special,11,7.03,3443,3087,11,"Comedy, School, Slice of Life, Seinen",2
8707,Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,Movie,1,5.71,7987,10298,1,"Mecha, Sci-Fi",25
17387,Imokawa Mukuzo: Genkanban no Maki,Movie,1,5.72,7948,10393,0,Comedy,5
25045,Barakamon: Mijikamon,ONA,13,6.91,3868,2483,12,Comedy,2
112,Chou Henshin Cosprayers,TV,8,5.05,8991,4462,5,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",14
33859,Chicken Papa,ONA,1,3.86,9845,12425,1,Comedy,1
6891,Soukan Yuugi 2,OVA,2,6.47,,5789,13,Hentai,30
36396,Ima demo Senchou to Yobarete iru Senchou no Yoru,Music,1,3.14,10566,14245,0,Music,2
21855,Hanamonogatari,TV,5,8.07,462,398,758,"Comedy, Mystery, Supernatural",25
32853,7-kakan.,Music,1,5.59,8206,10142,0,Music,3
7550,Pokemon: Pikachu Tanken Club,Special,1,6.45,5810,5160,2,"Adventure, Comedy, Fantasy, Kids",23
2507,Tsuma Tsuma,OVA,2,6.41,,6206,5,Hentai,30
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV,24,7.35,2224,2983,41,"Action, Adventure, Fantasy, Comedy, Shounen",25
1280,Mamono Hunter Youko,OVA,6,6.37,6132,4126,17,"Fantasy, Magic, Comedy, Supernatural, Horror",36
32146,Peeping Life: TV Asahi Josei Announcer Collab,Special,1,4.66,11742,11973,0,"Comedy, Slice of Life",5
36762,Xue Se Cang Qiong,ONA,26,6.54,5472,8646,1,"Action, Adventure, Mystery, Horror, Thriller, Fantasy",22
150,Blood+,TV,50,7.76,960,277,4078,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",24
2131,Bokusatsu Tenshi Dokuro-chan 2,OVA,2,6.84,4133,1033,115,"Magic, Ecchi, Comedy",26
7645,Heartcatch Precure!,TV,49,7.87,754,2945,371,"Action, Slice of Life, Fantasy, Magic, Comedy, School, Shoujo",24
2148,Okane ga Nai,OVA,4,6.49,,2017,191,"Drama, Romance, Yaoi",30
34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,Movie,1,5.4,12193,12679,0,"Kids, Fantasy, Comedy",0
32476,Love Live! The School Idol Movie: Gekijou Manner CM,Movie,4,6.46,5759,6691,4,Comedy,1
1592,Hataraki Man,TV,11,7.1,3205,2919,33,"Comedy, Drama, Romance, Seinen, Slice of Life",21
3285,Himitsu no Akko-chan,TV,94,6.48,5681,7530,3,"Magic, School, Shoujo",24
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,TV,0,0,,3464,38,"Comedy, Magic, Fantasy",0
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,Movie,1,6.98,3635,1961,25,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",45
33818,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,1,7.43,1881,3684,5,"Slice of Life, Comedy, School, Shounen",23
10479,Beelzebub Specials,Special,16,7.48,1688,3256,20,"Action, Comedy, Supernatural, Demons, School, Shounen",2
12483,Gregory Horror Show: The Last Train,TV,26,6.63,5063,8826,4,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",3
9795,Atashin&#039;chi Movie,Movie,1,6.55,5401,10144,1,"Comedy, Super Power",95
32737,009 Re:Cyborg x Zip,ONA,10,5.31,8663,9396,0,"Comedy, Super Power",0.166666667
10553,Betsu ni Anta no Tame ni Ookiku Natta n ja Nai n Dakara ne!!,OVA,1,6.29,,5032,10,Hentai,20
5293,Time Slip Ichimannen: Prime Rose,Special,1,5.81,7788,8704,4,"Action, Adventure, Romance, Sci-Fi, Drama",82
29862,Channel 5.5 4th Season Prologue,ONA,1,5.46,8430,10870,0,Comedy,3
21103,Utopia,Music,1,6.51,5587,4997,4,Music,1
30039,Future Card Buddyfight Hundred,TV,50,6.97,3670,6675,5,Game,24
33044,Asa da yo! Kaishain,TV,0,4.07,9642,10098,1,Comedy,0.733333333
1718,Winter Garden,Special,2,6.69,4824,4563,13,"Drama, Romance, Shoujo, Slice of Life",23
34428,Overlord Movie 2: Shikkoku no Eiyuu,Movie,1,7.79,908,2346,70,"Action, Game, Supernatural, Magic, Fantasy",93
29697,Tennis no Ouji-sama: Message in a Bottle,Special,1,6.73,4646,8003,0,"Comedy, Sports, School, Shounen",10
1840,Zero no Tsukaima: Futatsuki no Kishi,TV,12,7.67,1185,206,1193,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",24
35519,Mahou no Yousei Persia: Kaiten Mokuba,OVA,1,5.75,11129,12794,0,"Comedy, Magic",45
6000,Haruwo,OVA,1,4.57,9330,9172,2,Action,30
23013,Norakuro,TV,26,5.67,11522,11649,0,Comedy,30
4471,Shin SOS Dai Tokyo Tankentai,Movie,1,6.07,7184,8048,3,Adventure,40
30276,One Punch Man,TV,12,8.73,44,5,30747,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural, Seinen",24
31788,Ero Manga! H mo Manga mo Step-up???,OVA,2,6.91,,4744,30,Hentai,30
33936,JA Kumamoto Keizairen,ONA,1,5.7,7997,11949,0,Music,1
9904,Inyouchuu Etsu,OVA,2,6.29,,5772,20,"Hentai, Demons, Supernatural, Magic, Romance, Fantasy",30
16718,SKET Dance: SD Character Flash Anime,ONA,16,6.69,4816,6408,1,"Comedy, School, Shounen",1
37426,Sarazanmai,TV,0,0,,9727,0,,0
25975,I Love Sky,Special,1,5.53,8321,11179,0,"Kids, Comedy",4
1520,Black Jack,OVA,12,7.84,809,2715,203,Drama,50
32834,Gra-P & Rodeo: Band wo P,Special,1,4,10272,12916,0,"Music, Comedy",2
22687,Terra Formars,TV,13,7.13,3109,640,459,"Action, Sci-Fi, Space, Horror, Drama, Seinen",24
5477,Gozonji! Gekkou Kamen-kun,TV,25,6.36,10269,10752,0,"Parody, Comedy, Sci-Fi",25
5386,Miyamoto Musashi: Souken ni Haseru Yume,Movie,1,6.46,5769,5163,3,"Action, Historical, Martial Arts, Samurai",72
327,Puchi Pri*Yucie,TV,26,7.52,1584,3762,64,"Comedy, Magic, Fantasy, Shoujo",25
322,Paradise Kiss,TV,12,7.9,703,822,2043,"Slice of Life, Comedy, Drama, Romance, Josei",24
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,OVA,4,7,3561,424,1174,"Mystery, Horror, Supernatural",29
848,Jinki:Extend OVA,OVA,1,6.3,6392,6635,2,"Mecha, Sci-Fi",30
2249,Amon Saga,OVA,1,5.56,8256,5708,1,"Action, Adventure, Fantasy",74
11355,"Kono Danshi, Uchuujin to Tatakaemasu.",OVA,1,7.04,3412,2933,58,"Action, Fantasy, Shounen Ai, Super Power, Supernatural",28
2750,Heisei Inu Monogatari Bow Movie,Movie,1,6.33,10376,11336,0,"Adventure, Comedy",22
16636,Kotoura-san: Haruka no Heya,ONA,6,6.11,7059,3291,11,"Comedy, School",2
1171,Slayers Excellent,OVA,3,7.41,1993,3030,14,"Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen",29
5890,Inko,OVA,3,5.74,,5990,7,"Hentai, Yuri",10
2770,SF Shinseiki Lensman,Movie,1,6.25,6599,7108,5,"Action, Sci-Fi, Adventure, Space",107
34113,RE:Map,Movie,1,4,11862,14001,0,Drama,10
231,Asagiri no Miko,TV,26,6.26,6539,4703,5,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",12
22877,Seireitsukai no Blade Dance,TV,12,7.09,3247,420,735,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",23
37598,Phantom in the Twilight,TV,0,0,,6829,3,"Fantasy, Slice of Life",0
6230,Kyokujitsu no Kantai,OVA,15,6.64,5020,8787,3,"Action, Drama, Historical, Military",30
36799,Kyoto Animation Koushiki Twitter: Itsumo Arigatou,ONA,1,5.78,7844,12239,0,Slice of Life,0.383333333
5691,Rekka no Honoo: Final Burning,Special,1,7.16,2975,4977,9,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",32
4555,Yakata Jukujo,OVA,2,6.16,,6155,6,Hentai,30
1279,Taiyou no Ko Esteban,TV,39,7.71,1089,4284,64,"Adventure, Historical, Sci-Fi",27
30714,Owari no Seraph: Owaranai Seraph,Special,9,7.4,2037,1902,121,"Comedy, Police, Supernatural, Vampire, Shounen",4
31608,Teekyuu 4 Specials,Special,2,6.54,5467,5780,0,"Comedy, School, Shounen, Sports",2
1842,Major S3,TV,26,8.36,189,1824,265,"Drama, Shounen, Sports",25
21707,Pretty Rhythm Movie: All Star Selection - Prism Show???Best Ten,Movie,1,6.6,5224,8042,5,"Music, Shoujo, Sports",48
34050,Tonari no Onigiri-kun,Special,0,5.13,12475,11376,0,Slice of Life,0.3
34832,Macross (2018),TV,0,0,,6969,4,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",23
36840,25-sai no Joshikousei,TV,12,5.5,8362,2994,56,"Ecchi, Romance, School",6
8503,Fushigi Mahou Fun Fun Pharmacy,TV,48,6.73,4617,7914,7,"Kids, Magic",11
6572,Shakugan no Shana S,OVA,4,7.45,1825,1302,108,"Action, Drama, Fantasy, Romance, School, Supernatural",28
1852,Hidamari Sketch,TV,12,7.48,1695,1504,736,"Slice of Life, Comedy, School, Seinen",24
11487,Sekiranun Graffiti,Music,1,7.04,3425,4940,11,Music,3
32563,Starry Tales: Seiza wa Toki wo Koete,Movie,1,5.75,7908,9394,1,"Fantasy, Space",27
18245,White Album 2,TV,13,7.89,730,642,2344,"Drama, Music, Romance, Slice of Life",23
4515,Seton Doubutsuki: Risu no Banner,TV,26,6.69,4813,8617,3,"Kids, Drama",23
5494,Konnichiwa Anne: Before Green Gables,TV,39,7.62,1299,5579,13,"Drama, Historical, Kids, Slice of Life",20
9773,Lady Lady!! (1988),Movie,1,6.72,4670,8719,3,"Drama, Shoujo",27
36062,Soccer,Music,1,3.75,12166,13489,0,"Music, Sports",5
10397,Mashiro-iro Symphony: The Color of Lovers,TV,12,7.25,2621,873,429,"Harem, Drama, Romance, School",24
31297,"Tokyo Ghoul: ""Pinto""",OVA,1,7.52,1593,951,268,"Action, Mystery, Horror, Psychological, Supernatural, Drama",24
10694,Bloods: Inraku no Ketsuzoku 2,OVA,2,7.05,,3766,64,Hentai,30
10294,Towa no Quon 1: Utakata no Kaben,Movie,1,7.49,1682,1672,77,"Action, Super Power, Supernatural",48
1620,Maps,OVA,4,5.88,7626,7876,4,"Action, Sci-Fi, Adventure, Space, Comedy, Shounen",28
21167,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,TV,12,6.5,5607,1627,68,Fantasy,24
1001,Tide-Line Blue Special,Special,1,6.78,4426,7482,0,"Adventure, Drama, Shounen",23
3174,Sola Specials,Special,2,7.02,3510,3294,4,"Comedy, Romance, Slice of Life, Supernatural",24
1577,Taiho Shichau zo,OVA,4,7.49,1680,3520,43,"Action, Comedy, Police, Seinen",30
14947,Onegai My Melody: Yuu & Ai,Movie,1,5.91,7549,9945,1,"Fantasy, Comedy",12
2419,Spirit of Wonder: China-san no Yuuutsu,OVA,1,6.63,5080,6315,0,"Romance, Sci-Fi, Seinen",42
24365,Tonari no Seki-kun Specials,Special,2,7.54,1544,2689,6,"Comedy, School, Seinen",13
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,TV,25,7.38,2126,1912,39,"Action, Game, Mystery, Shounen",25
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,OVA,3,6.36,6171,7610,0,"Action, Sci-Fi, Adventure",30
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,TV,13,7.29,2450,361,1065,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",24
23871,Puchimas!!: Petit Petit iDOLM@STER - Fuyu???Kotatsu???Haru,OVA,1,6.8,4329,7228,2,"Comedy, Music, Slice of Life",12
37374,Pastel Memories,TV,0,0,,10218,0,"Action, Adventure, Sci-Fi",0
14381,Sore Ike! Anpanman: Yomigaere Bananajima,Movie,1,5.95,12238,11819,0,"Kids, Adventure, Fantasy, Comedy, Super Power",45
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Movie,1,7.01,3535,4472,8,"Action, Sci-Fi, Adventure, Music, Comedy, Drama, Mecha, Shounen",33
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,Movie,1,6.57,5337,6158,2,"Action, Adventure, Sci-Fi",119
33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",OVA,1,7.13,3098,5540,1,"Slice of Life, Comedy, Shoujo",24
5132,Let&#039;s Nupu Nupu,TV,16,6.34,6227,6658,4,"Comedy, Ecchi, School",5
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,Special,1,8.19,323,1187,248,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",108
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,TV,12,7.11,3195,524,330,"Action, Adventure, Fantasy",25
5152,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Special,1,7.07,3297,2068,24,"Action, Adventure, Comedy, Fantasy",34
35265,Monsuto Anime: Katsubou no Hate no Risoukyou,ONA,1,6.09,7121,7859,0,"Action, Game, Fantasy",15
29814,Ikiteirutte Subarashii!,Movie,1,4.55,10559,12639,0,Kids,20
